,ytid,marvin_classes,labels,tot_speech_ct,child_speech_ct,female_speech_ct,male_speech_ct,other_speech_ct,silence_ct
1275,2ke9wf3Ajkg,"['not_speech', 'not_speech']","['Engine knocking', 'Engine']",0,0,0,0,0,0
1276,2kk95G0hzPc,"['not_speech', 'speech', 'not_speech']","['Yell', 'Speech', 'Inside, large room or hall']",1,0,0,0,1,0
1277,2lC1J0_hL68,"['not_speech', 'speech']","['Plop', 'Speech']",1,0,0,0,1,0
1278,2lM3im4QeIg,"['not_speech', 'speech']","['Applause', 'Speech']",1,0,0,0,1,0
1279,2lONJq8Tr5s,"['not_speech', 'not_speech']","['Sanding', 'Rub']",0,0,0,0,0,0
1280,2lYeLYHTlTY,"['not_speech', 'not_speech']","['Filing (rasp)', 'Rub']",0,0,0,0,0,0
1281,2laUv3y7OfA,"['not_speech', 'not_speech', 'not_speech']","['Electric piano', 'Harpsichord', 'Keyboard (musical)']",0,0,0,0,0,0
1282,2lprblLRqRs,['not_speech'],['Chopping (food)'],0,0,0,0,0,0
1283,2m2bdfsT_sk,['not_speech'],"['Bird flight, flapping wings']",0,0,0,0,0,0
1284,2m9rVrVNa6A,"['not_speech', 'not_speech']","['Sanding', 'Rub']",0,0,0,0,0,0
1285,2mClfU2NStY,"['not_speech', 'speech']","['Chink, clink', 'Speech']",1,0,0,0,1,0
1286,2mw1UMcc_Ys,"['speech', 'speech']","['Babbling', 'Speech']",2,0,0,0,2,0
1287,2n1uVcKIOjo,"['not_speech', 'not_speech']","['Splinter', 'Wood']",0,0,0,0,0,0
1288,2n4hCl6eHZI,['not_speech'],['Scissors'],0,0,0,0,0,0
1289,2nMi2-nHXYE,"['not_speech', 'speech']","['Chink, clink', 'Speech']",1,0,0,0,1,0
1290,2nsZhXxes68,"['not_speech', 'not_speech']","['Music', 'Angry music']",0,0,0,0,0,0
1291,2o1p83UjJFA,"['not_speech', 'not_speech']","['Chant', 'Music']",0,0,0,0,0,0
1292,2o4-lEtFb2k,['not_speech'],['Hair dryer'],0,0,0,0,0,0
1293,2ofK2gAQue4,"['not_speech', 'female_speech', 'speech']","['Smoke detector, smoke alarm', 'Female speech, woman speaking', 'Speech']",2,0,1,0,1,0
1294,2pHfgh_G1yo,"['not_speech', 'not_speech', 'not_speech']","['Ambulance (siren)', 'Emergency vehicle', 'Siren']",0,0,0,0,0,0
1295,2pV6t7CO0Bc,"['not_speech', 'not_speech', 'not_speech']","['Electric piano', 'Keyboard (musical)', 'Piano']",0,0,0,0,0,0
1296,2pYtX-Stpys,"['not_speech', 'not_speech']","['Hammer', 'Tools']",0,0,0,0,0,0
1297,2pikqXJeOAg,"['not_speech', 'not_speech', 'not_speech']","['Horse', 'Clip-clop', 'Animal']",0,0,0,0,0,0
1298,2pt7WZBYeeI,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Subway, metro, underground', 'Railroad car, train wagon', 'Train horn', 'Rail transport', 'Train']",0,0,0,0,0,0
1299,2q4_wFFFG_U,"['not_speech', 'speech']","['Breaking', 'Speech']",1,0,0,0,1,0
1300,2qGjgfpQtFI,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Drum', 'Drum kit', 'Drum roll', 'Rimshot', 'Snare drum', 'Bass drum', 'Percussion']",0,0,0,0,0,0
1301,2qO-OQtOBK0,"['not_speech', 'not_speech']","['Music', 'Run']",0,0,0,0,0,0
1302,2qSknsEkmZI,"['not_speech', 'not_speech']","['Didgeridoo', 'Foghorn']",0,0,0,0,0,0
1303,2qZqgRg5E6o,"['not_speech', 'not_speech']","['Hiccup', 'Inside, large room or hall']",0,0,0,0,0,0
1304,2qagYYdOh6o,['not_speech'],"['Rodents, rats, mice']",0,0,0,0,0,0
1305,2qg5P9IJ_9U,"['not_speech', 'not_speech']","['Pump (liquid)', 'Water']",0,0,0,0,0,0
1306,2qkSxJ1ohCk,"['not_speech', 'not_speech', 'speech']","['Music', 'Tap', 'Speech']",1,0,0,0,1,0
1307,2r9oAGTQ6go,['not_speech'],['Squish'],0,0,0,0,0,0
1308,2rW2I6KmWhw,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Music', 'Domestic animals, pets', 'Howl', 'Yip', 'Dog', 'Animal', 'Whimper (dog)']",0,0,0,0,0,0
1309,2rdTrQnl4c8,"['not_speech', 'speech']","['Electric toothbrush', 'Speech']",1,0,0,0,1,0
1310,2rdkLx56T1c,['not_speech'],['Run'],0,0,0,0,0,0
1311,2rjbtsX7twc,['not_speech'],['A capella'],0,0,0,0,0,0
1312,2s5UxZuCIGk,"['speech', 'speech']","['Wail, moan', 'Speech']",2,0,0,0,2,0
1313,2sGnD9sd1xM,['not_speech'],['Typewriter'],0,0,0,0,0,0
1314,2sIfE3KOi5s,"['not_speech', 'not_speech', 'not_speech']","['Swing music', 'Music', 'Soul music']",0,0,0,0,0,0
1315,2t4CkOvERAI,['not_speech'],['Electric toothbrush'],0,0,0,0,0,0
1316,2t8rYnARZuI,['not_speech'],['Raindrop'],0,0,0,0,0,0
1317,2tBRn4xKmzM,"['not_speech', 'speech', 'not_speech', 'not_speech', 'not_speech']","['Domestic animals, pets', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",1,0,0,0,1,0
1318,2tXE7snh6Ak,"['speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech']","['Laughter', 'Cat', 'Domestic animals, pets', 'Meow', 'Snicker', 'Speech']",2,0,0,0,2,0
1319,2u3n44OAbxU,"['not_speech', 'not_speech']","['Sizzle', 'Stir']",0,0,0,0,0,0
1320,2u4zDo5-upw,"['not_speech', 'speech']","['Squish', 'Speech']",1,0,0,0,1,0
1321,2uHcWdkV4W4,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Subway, metro, underground', 'Railroad car, train wagon', 'Rail transport', 'Train']",0,0,0,0,0,0
1322,2uIQLhORRns,"['not_speech', 'not_speech']","['Rain', 'Rustle']",0,0,0,0,0,0
1323,2uKKkYgtlws,"['not_speech', 'speech']","['Typing', 'Speech']",1,0,0,0,1,0
1324,2uMXfAIMeN0,"['not_speech', 'not_speech', 'not_speech']","['Power windows, electric windows', 'Vehicle', 'Car']",0,0,0,0,0,0
1325,2uU_EoIj3tw,"['not_speech', 'not_speech', 'speech']","['Music', 'Boom', 'Speech']",1,0,0,0,1,0
1326,2uZt59va3Ss,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Subway, metro, underground', 'Railroad car, train wagon', 'Rail transport', 'Train']",0,0,0,0,0,0
1327,2uagA3ujRtM,"['not_speech', 'not_speech']","['Purr', 'Music']",0,0,0,0,0,0
1328,2v1rSA4FqlM,"['not_speech', 'not_speech']","['Pump (liquid)', 'Water']",0,0,0,0,0,0
1329,2vFqNsOPq3I,"['not_speech', 'not_speech']","['Brass instrument', 'French horn']",0,0,0,0,0,0
1330,2vGEqb8pEiE,['not_speech'],"['Jingle, tinkle']",0,0,0,0,0,0
1331,2vQTq4QLP8U,"['not_speech', 'not_speech']","['Music', 'Funny music']",0,0,0,0,0,0
1332,2vSF2Yh6o_k,"['not_speech', 'not_speech']","['Rodents, rats, mice', 'Patter']",0,0,0,0,0,0
1333,2vYkvwD-fkc,"['not_speech', 'not_speech']","['Harmonica', 'Wind instrument, woodwind instrument']",0,0,0,0,0,0
1334,2v_KyNpsyKs,"['not_speech', 'not_speech', 'not_speech']","['Ambulance (siren)', 'Emergency vehicle', 'Siren']",0,0,0,0,0,0
1335,2vcA_vgImHQ,['not_speech'],['Lawn mower'],0,0,0,0,0,0
1336,2vvtR9Xwzp0,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Aircraft engine', 'Vehicle', 'Fixed-wing aircraft, airplane', 'Aircraft']",0,0,0,0,0,0
1337,2vzUFWykARU,"['not_speech', 'not_speech']","['Toilet flush', 'Water']",0,0,0,0,0,0
1338,2wBXDZaCJ3Q,"['not_speech', 'not_speech', 'not_speech']","['Sink (filling or washing)', 'Water tap, faucet', 'Water']",0,0,0,0,0,0
1339,2wGvpfAkly0,['not_speech'],['Child singing'],0,0,0,0,0,0
1340,2wIrHCaxBNU,"['not_speech', 'not_speech', 'not_speech']","['Insect', 'Mosquito', 'Fly, housefly']",0,0,0,0,0,0
1341,2wm96HRMTA8,['not_speech'],['Chirp tone'],0,0,0,0,0,0
1342,2x4694ExyCU,"['not_speech', 'not_speech']","['Music', 'Angry music']",0,0,0,0,0,0
1343,2xBIHi3oqy4,"['female_speech', 'not_speech', 'speech']","['Female speech, woman speaking', 'Chuckle, chortle', 'Speech']",2,0,1,0,1,0
1344,2xGRCsW6-Bk,"['not_speech', 'not_speech']","['Music', 'Rattle (instrument)']",0,0,0,0,0,0
1345,2xQuWif8axE,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Electric guitar', 'Music', 'Cacophony', 'Distortion']",0,0,0,0,0,0
1346,2xtOqrNKH5s,"['not_speech', 'not_speech']","['Music', 'Clatter']",0,0,0,0,0,0
1347,2y7aiiaJPf8,"['not_speech', 'not_speech']","['Cutlery, silverware', 'Dishes, pots, and pans']",0,0,0,0,0,0
1348,2yX9079mMB4,"['not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech']","['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",1,0,0,0,1,0
1349,2yrL0F_0UGc,"['not_speech', 'not_speech']","['Busy signal', 'Sound effect']",0,0,0,0,0,0
1350,2yumaMbGybU,"['not_speech', 'not_speech']","['Bagpipes', 'Wind instrument, woodwind instrument']",0,0,0,0,0,0
1351,2z5yJ2qa_5I,['not_speech'],['Car passing by'],0,0,0,0,0,0
1352,2z9i0KS7WR8,['not_speech'],['Music of Asia'],0,0,0,0,0,0
1353,2zAUcAhX5wQ,"['not_speech', 'speech']","['Squeak', 'Speech']",1,0,0,0,1,0
1354,2zFwh2eRu0s,"['not_speech', 'not_speech', 'speech']","['Music', 'Drip', 'Speech']",1,0,0,0,1,0
1355,2zKyMjBnL0Y,['speech'],['Sigh'],1,0,0,0,1,0
1356,2zO-nlygkFo,"['not_speech', 'not_speech', 'not_speech', 'speech']","['Applause', 'Music', 'Tap', 'Speech']",1,0,0,0,1,0
1357,2zdYIRTUQYE,"['not_speech', 'speech']","['Shatter', 'Speech']",1,0,0,0,1,0
1358,2zec0wuZgLE,"['speech', 'not_speech']","['Speech', 'Drawer open or close']",1,0,0,0,1,0
1359,2zjtZYqg3Ow,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Drum and bass', 'Music', 'Soul music', 'Electronica']",0,0,0,0,0,0
1360,2zvRxVypSC8,"['not_speech', 'not_speech']","['Crow', 'Animal']",0,0,0,0,0,0
1361,2zwNVAyInxs,"['not_speech', 'not_speech', 'not_speech']","['Fire engine, fire truck (siren)', 'Emergency vehicle', 'Siren']",0,0,0,0,0,0
1362,3-PFuDkTM48,['not_speech'],['Accordion'],0,0,0,0,0,0
1363,3-QgZPCM4nk,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Wind', 'Ship', 'Wind noise (microphone)']",0,0,0,0,0,0
1364,3-a8i_MEUl8,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bicycle', 'Music', 'Skateboard', 'Vehicle']",0,0,0,0,0,0
1365,302w8uJn_zE,"['not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Motorboat, speedboat', 'Ship']",0,0,0,0,0,0
1366,303_1KAU7h4,['not_speech'],"['Cutlery, silverware']",0,0,0,0,0,0
1367,3069HAJZkHo,['not_speech'],['Throat clearing'],0,0,0,0,0,0
1368,30HtOudq2v8,"['not_speech', 'speech']","['Squeak', 'Speech']",1,0,0,0,1,0
1369,30JDrjDkoR8,['not_speech'],['Clarinet'],0,0,0,0,0,0
1370,31Ij3GJLGjI,"['not_speech', 'speech']","['Jet engine', 'Speech']",1,0,0,0,1,0
1371,31O2j4aAgYU,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bass guitar', 'Effects unit', 'Electric guitar', 'Guitar', 'Music', 'Musical instrument', 'Plucked string instrument', 'Distortion']",0,0,0,0,0,0
1372,31c2kosdtuo,"['not_speech', 'not_speech', 'not_speech']","['Alarm', 'Dog', 'Animal']",0,0,0,0,0,0
1373,31tnXPlhA7w,"['speech', 'not_speech']","['Speech', 'Throat clearing']",1,0,0,0,1,0
1374,32Wp1Qo1MaY,"['not_speech', 'not_speech', 'speech']","['Music', 'Whoop', 'Speech']",1,0,0,0,1,0
1375,33UghN1hNF8,"['not_speech', 'not_speech']","['Applause', 'Clapping']",0,0,0,0,0,0
1376,33dCbb1MyYU,"['not_speech', 'not_speech', 'not_speech']","['Jazz', 'Music', 'Dance music']",0,0,0,0,0,0
1377,33fqw0k_qkM,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Air conditioning', 'Vehicle', 'Speech', 'Car']",1,0,0,0,1,0
1378,34N2cBV18Ak,['not_speech'],['Clang'],0,0,0,0,0,0
1379,34vzrZ2SlQo,['not_speech'],['Whistling'],0,0,0,0,0,0
1380,35CqIfFXjyQ,"['not_speech', 'not_speech', 'speech']","['Music', 'Crack', 'Speech']",1,0,0,0,1,0
1381,35HFjLYQiwY,"['not_speech', 'not_speech', 'not_speech']","['Vibration', 'Lawn mower', 'Vehicle']",0,0,0,0,0,0
1382,35b9UHjagaI,"['not_speech', 'not_speech']","['Music', 'Steelpan']",0,0,0,0,0,0
1383,35iZsw4c0OU,"['not_speech', 'not_speech']","['Music', 'Scary music']",0,0,0,0,0,0
1384,35ig21J679o,"['not_speech', 'speech']","['Cash register', 'Speech']",1,0,0,0,1,0
1385,35kQnqcgqVw,"['not_speech', 'not_speech']","['Ringtone', 'Music']",0,0,0,0,0,0
1386,363A1t5Kr8c,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Clatter', 'Vehicle', 'Car', 'Outside, rural or natural']",0,0,0,0,0,0
1387,36AAy4hKUk0,"['not_speech', 'not_speech']","['Organ', 'Hammond organ']",0,0,0,0,0,0
1388,36E3XXqab40,"['not_speech', 'not_speech', 'not_speech']","['Sink (filling or washing)', 'Water tap, faucet', 'Water']",0,0,0,0,0,0
1389,36ToDxW_hns,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Guitar', 'Music', 'Mandolin', 'Musical instrument', 'Plucked string instrument']",0,0,0,0,0,0
1390,36YUxW6ImW4,"['speech', 'not_speech']","['Speech', 'Bicycle bell']",1,0,0,0,1,0
1391,36v-AEu7uAU,"['not_speech', 'not_speech', 'not_speech']","['Bee, wasp, etc.', 'Insect', 'Fly, housefly']",0,0,0,0,0,0
1392,37ER1zpg_F4,['not_speech'],"['Whack, thwack']",0,0,0,0,0,0
1393,37QWwibfvXU,"['not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Domestic animals, pets', 'Pant', 'Speech', 'Dog', 'Animal']",1,0,0,0,1,0
1394,37UUg0fwzsw,"['not_speech', 'not_speech']","['Silence', 'Boom']",0,0,0,0,0,0
1395,37dcBgn9Ikk,['not_speech'],['Whistle'],0,0,0,0,0,0
1396,381IrDcy1S8,['not_speech'],['Cowbell'],0,0,0,0,0,0
1397,389leQkiGgk,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Organ', 'Hammond organ', 'Keyboard (musical)', 'Piano']",0,0,0,0,0,0
1398,38F6eeIR-s0,"['not_speech', 'speech']","['Reversing beeps', 'Speech']",1,0,0,0,1,0
1399,38R9Vnwt890,"['not_speech', 'not_speech', 'not_speech']","['Jazz', 'Music', 'Rhythm and blues']",0,0,0,0,0,0
1400,38Z6D7yfsA4,['not_speech'],"['Smash, crash']",0,0,0,0,0,0
1401,390At7lW4iw,"['not_speech', 'not_speech']","['Music', 'Telephone bell ringing']",0,0,0,0,0,0
1402,39IZIbmQPzA,"['not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Cough', 'Cat', 'Domestic animals, pets', 'Speech', 'Animal', 'Breathing']",1,0,0,0,1,0
1403,39rXWSXGOyo,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Cat', 'Purr', 'Domestic animals, pets', 'Meow', 'Animal']",0,0,0,0,0,0
1404,3AFdUihWPCk,['not_speech'],['Rustle'],0,0,0,0,0,0
1405,3AFia3Uo0TQ,"['speech', 'speech', 'not_speech']","['Hubbub, speech noise, speech babble', 'Speech', 'Outside, urban or manmade']",2,0,0,0,2,0
1406,3AJuHcjE31w,"['speech', 'speech', 'child_speech']","['Crowd', 'Cheering', 'Children shouting']",3,1,0,0,2,0
1407,3ANlPU9YFmw,"['not_speech', 'not_speech']","['Croak', 'Frog']",0,0,0,0,0,0
1408,3Aa_0OnEwXM,['not_speech'],['Whistle'],0,0,0,0,0,0
1409,3Ab0sgelCEw,"['not_speech', 'not_speech']","['Busy signal', 'Buzzer']",0,0,0,0,0,0
1410,3AcKnYk_cLY,"['not_speech', 'not_speech']","['Boat, Water vehicle', 'Motorboat, speedboat']",0,0,0,0,0,0
1411,3AwevAQzwcs,"['not_speech', 'not_speech']","['Meow', 'Caterwaul']",0,0,0,0,0,0
1412,3AzacBprTzU,"['not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech', 'not_speech']","['Bark', 'Domestic animals, pets', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",1,0,0,0,1,0
1413,3B0WbwAkByI,['not_speech'],"['Chuckle, chortle']",0,0,0,0,0,0
1414,3BM0gDnXzoo,"['not_speech', 'speech', 'not_speech', 'not_speech']","['Music', 'Shout', 'Bellow', 'Yell']",1,0,0,0,1,0
1415,3ClbaJYWVO4,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Echo', 'Effects unit', 'Electric guitar', 'Guitar', 'Music', 'Musical instrument', 'Plucked string instrument']",0,0,0,0,0,0
1416,3CnwUQZ6q78,['not_speech'],['Hammer'],0,0,0,0,0,0
1417,3DMExvlPy-o,"['not_speech', 'not_speech', 'speech']","['Music', 'Television', 'Speech']",1,0,0,0,1,0
1418,3DltVi8aMh4,['not_speech'],['Pant'],0,0,0,0,0,0
1419,3EE5WKQMBek,"['not_speech', 'not_speech', 'not_speech']","['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",0,0,0,0,0,0
1420,3EHq6q_zHjE,"['not_speech', 'not_speech']","['Bird', 'Environmental noise']",0,0,0,0,0,0
1421,3EcfiEc08zY,['not_speech'],['Clapping'],0,0,0,0,0,0
1422,3EmkrsJvbBU,['not_speech'],['Chant'],0,0,0,0,0,0
1423,3EtbIWF_ynU,"['not_speech', 'not_speech']","['Traditional music', 'Music']",0,0,0,0,0,0
1424,3Ev_k__U3Io,"['not_speech', 'not_speech', 'speech']","['Drip', 'Water', 'Speech']",1,0,0,0,1,0
1425,3F9Qszr4j1Q,"['not_speech', 'not_speech']","['Wind instrument, woodwind instrument', 'Flute']",0,0,0,0,0,0
1426,3FE8b0QVvsM,"['not_speech', 'not_speech']","['Harpsichord', 'Keyboard (musical)']",0,0,0,0,0,0
1427,3FPdOrrWJt8,['not_speech'],"['Whoosh, swoosh, swish']",0,0,0,0,0,0
1428,3FYXBkD5bYk,['not_speech'],"['Electric shaver, electric razor']",0,0,0,0,0,0
1429,3Fc9mqg4pJw,['not_speech'],"['Ice cream truck, ice cream van']",0,0,0,0,0,0
1430,3FhjfPkNp-w,"['speech', 'speech']","['Speech', 'Speech synthesizer']",2,0,0,0,2,0
1431,3G5r3CSLteY,"['not_speech', 'not_speech']","['Mains hum', 'Hum']",0,0,0,0,0,0
1432,3GbIhQLCH9I,"['not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech']","['Horse', 'Music', 'Neigh, whinny', 'Speech', 'Animal']",1,0,0,0,1,0
1433,3GtvLj8K1F4,"['not_speech', 'not_speech']","['Harmonica', 'Wind instrument, woodwind instrument']",0,0,0,0,0,0
1434,3Gyi7AvDLzc,"['not_speech', 'not_speech', 'not_speech']","['Banjo', 'Music', 'Bluegrass']",0,0,0,0,0,0
1435,3H3261x-QgI,"['not_speech', 'not_speech']","['Sheep', 'Bleat']",0,0,0,0,0,0
1436,3HfgmWYXlvo,"['not_speech', 'not_speech', 'not_speech']","['Engine', 'Idling', 'Medium engine (mid frequency)']",0,0,0,0,0,0
1437,3I3HZLx23E0,"['not_speech', 'not_speech', 'not_speech']","['Music', 'Tambourine', 'Maraca']",0,0,0,0,0,0
1438,3IW7578PicA,"['not_speech', 'not_speech', 'not_speech']","['Sizzle', 'Stir', 'Frying (food)']",0,0,0,0,0,0
1439,3IX29m1L9UY,"['not_speech', 'speech']","['Whoop', 'Speech']",1,0,0,0,1,0
1440,3InTvnjfheM,['not_speech'],"['Slap, smack']",0,0,0,0,0,0
1441,3IwOig7sw6c,['not_speech'],['Chainsaw'],0,0,0,0,0,0
1442,3JYQgXudiH8,"['not_speech', 'not_speech', 'not_speech']","['Afrobeat', 'Music of Africa', 'Music']",0,0,0,0,0,0
1443,3Jc3uW-Lcs0,"['not_speech', 'not_speech', 'speech', 'not_speech']","['Traditional music', 'Music', 'Speech', 'Dance music']",1,0,0,0,1,0
1444,3KFW9XGD7hc,"['not_speech', 'not_speech']","['Sanding', 'Rub']",0,0,0,0,0,0
1445,3Kb4RHaZpxo,['not_speech'],['Telephone bell ringing'],0,0,0,0,0,0
1446,3KwulXmBX-8,['not_speech'],"['Baby cry, infant cry']",0,0,0,0,0,0
1447,3L2jX9PMEFw,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Music of Asia', 'Music', 'Tambourine', 'Whoop']",0,0,0,0,0,0
1448,3LLKsRSkAbE,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Subway, metro, underground', 'Railroad car, train wagon', 'Rail transport', 'Train']",0,0,0,0,0,0
1449,3LiCT1BSrgQ,"['not_speech', 'not_speech', 'not_speech']","['Reversing beeps', 'Vehicle', 'Outside, urban or manmade']",0,0,0,0,0,0
1450,3Liy9uBgsQM,"['not_speech', 'not_speech', 'speech']","['Cough', 'Music', 'Speech']",1,0,0,0,1,0
1451,3LtXT2KVI-c,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",0,0,0,0,0,0
1452,3LulQoOXNB0,"['not_speech', 'not_speech']","['Motorcycle', 'Rattle']",0,0,0,0,0,0
1453,3LvZUtupOCs,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",1,0,0,0,1,0
1454,3LxtO_vMokk,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Motorcycle', 'Toot', 'Vehicle', 'Car']",0,0,0,0,0,0
1455,3M9qo2FUqKg,['not_speech'],['Fire'],0,0,0,0,0,0
1456,3MUeg3nD2OU,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'speech', 'not_speech', 'not_speech']","['Guitar', 'Acoustic guitar', 'Music', 'Musical instrument', 'Speech', 'Electronic tuner', 'Plucked string instrument', 'Inside, small room']",1,0,0,0,1,0
1457,3Mo-YFd31rs,"['not_speech', 'not_speech']","['Creak', 'Mechanisms']",0,0,0,0,0,0
1458,3NEBbZ_hsAc,"['not_speech', 'not_speech', 'not_speech', 'speech']","['Music', 'Whoop', 'Yell', 'Speech']",1,0,0,0,1,0
1459,3NGZcpAZcl0,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bird', 'Bird vocalization, bird call, bird song', 'Coo', 'Pigeon, dove']",0,0,0,0,0,0
1460,3NRu3vNRFxU,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Bark', 'Domestic animals, pets', 'Bow-wow', 'Dog']",0,0,0,0,0,0
1461,3NlbRr8GRnE,['not_speech'],['Snoring'],0,0,0,0,0,0
1462,3NwKXCGLjAk,"['not_speech', 'speech']","['Shuffle', 'Speech']",1,0,0,0,1,0
1463,3OSOrymuA6A,"['not_speech', 'not_speech']","['Percussion', 'Steelpan']",0,0,0,0,0,0
1464,3OUNEL8XaR0,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Background music', 'Theme music', 'Music', 'Sad music']",0,0,0,0,0,0
1465,3OWArQGgmm0,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Tapping (guitar technique)', 'Effects unit', 'Electric guitar', 'Guitar', 'Music', 'Chorus effect', 'Distortion']",0,0,0,0,0,0
1466,3Oa4oE3bQTY,"['not_speech', 'not_speech']","['Harp', 'Pizzicato']",0,0,0,0,0,0
1467,3OlQmVVOzbQ,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Wind', 'Rowboat, canoe, kayak', 'Wind noise (microphone)']",0,0,0,0,0,0
1468,3P0TaRKQPbE,['not_speech'],['Clarinet'],0,0,0,0,0,0
1469,3PVT0BcK-2I,"['not_speech', 'not_speech']","['Siren', 'Civil defense siren']",0,0,0,0,0,0
1470,3PfWjclBA5I,"['not_speech', 'not_speech']","['Gunshot, gunfire', 'Machine gun']",0,0,0,0,0,0
1471,3PzvNHht_2M,"['not_speech', 'not_speech']","['Pump (liquid)', 'Water']",0,0,0,0,0,0
1472,3Q5ZehNFc9s,"['not_speech', 'not_speech', 'not_speech']","['Telephone dialing, DTMF', 'Buzzer', 'Fire alarm']",0,0,0,0,0,0
1473,3Qli5msTyH8,"['not_speech', 'not_speech', 'not_speech']","['Sizzle', 'Stir', 'Frying (food)']",0,0,0,0,0,0
1474,3Qn3JZ-bulE,['not_speech'],['Keys jangling'],0,0,0,0,0,0
1475,3R-I6lSQFe0,"['not_speech', 'not_speech', 'not_speech']","['Music', 'Choir', 'Male singing']",0,0,0,0,0,0
1476,3R0dqfaiV3M,"['not_speech', 'not_speech', 'not_speech']","['Patter', 'Mosquito', 'Fly, housefly']",0,0,0,0,0,0
1477,3R5YHrIFcYM,['not_speech'],['Snoring'],0,0,0,0,0,0
1478,3R8xDvhJk54,"['not_speech', 'not_speech']","['Music', 'Electronic tuner']",0,0,0,0,0,0
1479,3RZlNwEv3XI,"['not_speech', 'not_speech']","['Boat, Water vehicle', 'Rowboat, canoe, kayak']",0,0,0,0,0,0
1480,3RfrTU1p5SA,"['speech', 'not_speech']","['Crowd', 'Battle cry']",1,0,0,0,1,0
1481,3SyOlb_hSjg,"['not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech', 'not_speech']","['Electric guitar', 'Guitar', 'Music', 'Musical instrument', 'Bang', 'Plucked string instrument']",0,0,0,0,0,0
1482,3T8XhCkaA8M,"['not_speech', 'not_speech', 'not_speech']","['Boat, Water vehicle', 'Motorboat, speedboat', 'Ocean']",0,0,0,0,0,0
1483,3TCAgDf9LNk,['not_speech'],['Run'],0,0,0,0,0,0
1484,3TO4C7SiC7I,"['not_speech', 'not_speech', 'not_speech', 'not_speech']","['Folk music', 'Music', 'Middle Eastern music', 'Lullaby']",0,0,0,0,0,0
1485,3TQmts_MxyQ,"['not_speech', 'not_speech']","['Jazz', 'Music']",0,0,0,0,0,0
1486,3TRVC6TLnp4,"['not_speech', 'speech', 'speech']","['Music', 'Hubbub, speech noise, speech babble', 'Speech']",2,0,0,0,2,0
1487,3TyBFLPxDw8,"['not_speech', 'speech', 'not_speech', 'not_speech', 'not_speech']","['Domestic animals, pets', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",1,0,0,0,1,0
