SPEAKER,FILENAME,ONE,STARTTIMESEC,DURATIONSEC,NAN1,NAN2,SPEAKERID,NAN3,NAN4,UTTERANCE,NOTES,VIDEOID,TEXTID,TITLE,ORIGLINK,MP4LINK,TEXTLINK,SHORTLINK
SPEAKER,,1,02:41.170,6.060,<NA>,<NA>,FEM,<NA>,<NA>,10 and 7 more makes 17. Let's count that. Right here. Ready?,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,02:48.550,1.410,<NA>,<NA>,CHI,<NA>,<NA>,"5, 6",,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,02:50.500,1.950,<NA>,<NA>,FEM,<NA>,<NA>,Count with me.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,02:52.450,2.080,<NA>,<NA>,CHI,<NA>,<NA>,"One, I mean 10.",,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,02:53.800,1.450,<NA>,<NA>,FEM,<NA>,<NA>,"10, 11",,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,02:55.250,6.180,<NA>,<NA>,CHI,<NA>,<NA>,"11, 12, 13, 14, 15, 16, 17.",,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:01.430,1.000,<NA>,<NA>,FEM,<NA>,<NA>,Is that what you made?,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:02.430,1.240,<NA>,<NA>,CHI,<NA>,<NA>,Yeah.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:03.670,2.950,<NA>,<NA>,FEM,<NA>,<NA>,"You did! Yes, 10. Count again.",,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:06.620,2.070,<NA>,<NA>,CHI,<NA>,<NA>,Eight.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:08.690,1.220,<NA>,<NA>,FEM,<NA>,<NA>,Count them again for me.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:09.910,1.500,<NA>,<NA>,FEM,<NA>,<NA>,I want you to hear yourself count it.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:11.410,5.540,<NA>,<NA>,CHI,<NA>,<NA>,"11, 12, 13, 14, 15, 16, 17.",,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:16.950,0.890,<NA>,<NA>,FEM,<NA>,<NA>,Perfect.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:17.840,1.250,<NA>,<NA>,FEM,<NA>,<NA>,Let's see what we counted here.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:19.090,1.620,<NA>,<NA>,FEM,<NA>,<NA>,10,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:20.710,1.700,<NA>,<NA>,CHI,<NA>,<NA>,10,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:22.410,6.130,<NA>,<NA>,CHI,<NA>,<NA>,"20, I mean 10, 11, 12, 13, 14, 15, 16, 17.",,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:28.540,6.960,<NA>,<NA>,FEM,<NA>,<NA>,Great. So 10 and 7 more makes?,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:35.500,1.740,<NA>,<NA>,CHI,<NA>,<NA>,17,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:37.240,1.670,<NA>,<NA>,CHI,<NA>,<NA>,I going on that side,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:37.240,1.870,<NA>,<NA>,FEM,<NA>,<NA>,Can you write that in a number sentence?,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:39.110,2.480,<NA>,<NA>,CHI,<NA>,<NA>,I think so.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:41.590,2.680,<NA>,<NA>,FEM,<NA>,<NA>,You think so? What's going to be the first thing you write?,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:41.590,3.410,<NA>,<NA>,CHI,<NA>,<NA>,<unclear> bad,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:45.000,1.000,<NA>,<NA>,CHI,<NA>,<NA>,<unclear> me,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:46.000,3.000,<NA>,<NA>,CHI,<NA>,<NA>,It be so faster now,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:44.270,1.270,<NA>,<NA>,CHI,<NA>,<NA>,10,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:45.540,1.280,<NA>,<NA>,FEM,<NA>,<NA>,10,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:46.820,4.520,<NA>,<NA>,CHI,<NA>,<NA>,Plus 6.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:51.340,1.390,<NA>,<NA>,FEM,<NA>,<NA>,What's this number?,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:52.730,1.050,<NA>,<NA>,CHI,<NA>,<NA>,It's 7.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:53.500,2.240,<NA>,<NA>,FEM,<NA>,<NA>,7,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:55.740,3.270,<NA>,<NA>,CHI,<NA>,<NA>,Equals 17.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
SPEAKER,,1,03:59.010,1.010,<NA>,<NA>,FEM,<NA>,<NA>,Great.,,147627759,4256066,Teacher Selects Engaging Instructional Materials - Example 2,https://www.engageny.org/resource/teacher-selects-engaging-instructional-materials-example-2,https://player.vimeo.com/video/147627759?api=1&player_id=media-vimeo-147627759&color=,https://vimeo.com/texttrack/4256066.vtt?token=5ee677ca_0x3d3b1e7a4e982a59b316c2b178f51b4369a09f52,https://vimeo.com/147627759
